recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
0,0,0,986,987,2.0686,4.7171,car
0,1,0,497,498,0.0000,0.0000,pedestrian
0,2,0,920,921,2.0659,5.0962,car
0,3,0,840,841,2.0706,4.8423,car
0,4,0,619,620,0.0000,0.0000,pedestrian
0,5,0,687,688,1.8940,3.9373,car
0,6,0,781,782,2.0468,4.6343,car
0,7,0,301,302,0.0000,0.0000,pedestrian
0,8,0,884,885,0.0000,0.0000,pedestrian
0,9,0,133,134,0.0000,0.0000,pedestrian
0,10,0,186,187,0.0000,0.0000,pedestrian
0,11,0,154,155,0.0000,0.0000,pedestrian
0,12,0,217,218,0.0000,0.0000,pedestrian
0,13,0,169,170,0.0000,0.0000,pedestrian
0,14,0,1107,1108,0.0000,0.0000,pedestrian
0,15,0,492,493,0.0000,0.0000,bicycle
0,16,0,174,175,0.0000,0.0000,pedestrian
0,17,0,828,829,0.0000,0.0000,pedestrian
0,18,0,1091,1092,0.0000,0.0000,pedestrian
0,19,0,718,719,0.0000,0.0000,bicycle
0,20,0,515,516,0.0000,0.0000,bicycle
0,21,1,708,708,0.0000,0.0000,pedestrian
0,22,2,260,259,0.0000,0.0000,pedestrian
0,23,2,684,683,0.0000,0.0000,pedestrian
0,24,2,1119,1118,0.0000,0.0000,pedestrian
0,25,3,362,360,0.0000,0.0000,pedestrian
0,26,3,843,841,0.0000,0.0000,pedestrian
0,27,3,172,170,0.0000,0.0000,pedestrian
0,28,6,247,242,0.0000,0.0000,pedestrian
0,29,6,303,298,0.0000,0.0000,pedestrian
0,30,13,1054,1042,0.0000,0.0000,pedestrian
0,31,22,746,725,0.0000,0.0000,bicycle
0,32,25,811,787,0.0000,0.0000,bicycle
0,33,27,823,797,0.0000,0.0000,bicycle
0,34,30,697,668,0.0000,0.0000,pedestrian
0,35,32,431,400,0.0000,0.0000,bicycle
0,36,36,263,228,0.0000,0.0000,pedestrian
0,37,43,645,603,0.0000,0.0000,pedestrian
0,38,55,619,565,0.0000,0.0000,pedestrian
0,39,57,184,128,0.0000,0.0000,pedestrian
0,40,58,1572,1515,0.0000,0.0000,pedestrian
0,41,58,618,561,0.0000,0.0000,pedestrian
0,42,92,337,246,0.0000,0.0000,motorcycle
0,43,106,1660,1555,0.0000,0.0000,pedestrian
0,44,123,419,297,0.0000,0.0000,pedestrian
0,45,149,1142,994,0.0000,0.0000,pedestrian
0,46,158,616,459,0.0000,0.0000,pedestrian
0,47,315,775,461,2.0966,5.2458,car
0,48,380,550,171,0.0000,0.0000,pedestrian
0,49,387,653,267,0.0000,0.0000,pedestrian
0,50,395,544,150,0.0000,0.0000,pedestrian
0,51,402,1099,698,0.0000,0.0000,pedestrian
0,52,403,809,407,0.0000,0.0000,pedestrian
0,53,415,1004,590,0.0000,0.0000,pedestrian
0,54,458,701,244,0.0000,0.0000,pedestrian
0,55,465,1002,538,0.0000,0.0000,pedestrian
0,56,470,986,517,0.0000,0.0000,pedestrian
0,57,476,986,511,0.0000,0.0000,pedestrian
0,58,491,1018,528,0.0000,0.0000,pedestrian
0,59,497,1003,507,0.0000,0.0000,pedestrian
0,60,503,1020,518,0.0000,0.0000,pedestrian
0,61,515,1053,539,2.0099,4.9241,car
0,62,533,1134,602,0.0000,0.0000,pedestrian
0,63,548,1043,496,0.0000,0.0000,bicycle
0,64,568,722,155,0.0000,0.0000,pedestrian
0,65,578,1082,505,0.0000,0.0000,pedestrian
0,66,592,940,349,0.0000,0.0000,pedestrian
0,67,614,1144,531,0.0000,0.0000,bicycle
0,68,675,983,309,0.0000,0.0000,pedestrian
0,69,726,936,211,0.0000,0.0000,pedestrian
0,70,729,1879,1151,0.0000,0.0000,pedestrian
0,71,735,914,180,0.0000,0.0000,pedestrian
0,72,750,1621,872,0.0000,0.0000,pedestrian
0,73,773,898,126,0.0000,0.0000,pedestrian
0,74,790,2086,1297,0.0000,0.0000,pedestrian
0,75,794,1225,432,0.0000,0.0000,pedestrian
0,76,805,2052,1248,0.0000,0.0000,pedestrian
0,77,856,1026,171,0.0000,0.0000,pedestrian
0,78,864,1192,329,2.0812,5.0598,car
0,79,876,1636,761,0.0000,0.0000,bicycle
0,80,878,1410,533,0.0000,0.0000,pedestrian
0,81,890,1765,876,0.0000,0.0000,pedestrian
0,82,916,1436,521,0.0000,0.0000,pedestrian
0,83,935,1453,519,0.0000,0.0000,bicycle
0,84,1011,1289,279,1.9224,3.8748,car
0,85,1046,1449,404,0.0000,0.0000,pedestrian
0,86,1056,1375,320,2.0821,4.6836,car
0,87,1064,1467,404,0.0000,0.0000,pedestrian
0,88,1114,2001,888,0.0000,0.0000,pedestrian
0,89,1135,1450,316,0.0000,0.0000,pedestrian
0,90,1175,1585,411,0.0000,0.0000,pedestrian
0,91,1179,1900,722,0.0000,0.0000,pedestrian
0,92,1190,1911,722,0.0000,0.0000,pedestrian
0,93,1194,2103,910,0.0000,0.0000,pedestrian
0,94,1203,1520,318,0.0000,0.0000,pedestrian
0,95,1205,1324,120,0.0000,0.0000,pedestrian
0,96,1359,3329,1971,0.0000,0.0000,pedestrian
0,97,1372,2320,949,0.0000,0.0000,pedestrian
0,98,1378,1982,605,0.0000,0.0000,pedestrian
0,99,1394,2016,623,0.0000,0.0000,pedestrian
0,100,1398,2045,648,0.0000,0.0000,pedestrian
0,101,1409,2346,938,0.0000,0.0000,pedestrian
0,102,1461,2054,594,0.0000,0.0000,pedestrian
0,103,1469,1776,308,0.0000,0.0000,bicycle
0,104,1490,1961,472,0.0000,0.0000,pedestrian
0,105,1545,2723,1179,0.0000,0.0000,pedestrian
0,106,1550,1878,329,0.0000,0.0000,pedestrian
0,107,1607,2106,500,0.0000,0.0000,pedestrian
0,108,1637,2849,1213,0.0000,0.0000,pedestrian
0,109,1665,2052,388,0.0000,0.0000,pedestrian
0,110,1672,2838,1167,0.0000,0.0000,pedestrian
0,111,1676,2030,355,0.0000,0.0000,pedestrian
0,112,1731,3203,1473,0.0000,0.0000,pedestrian
0,113,1808,4414,2607,0.0000,0.0000,pedestrian
0,114,1820,2247,428,0.0000,0.0000,pedestrian
0,115,1837,2756,920,0.0000,0.0000,pedestrian
0,116,1843,2601,759,0.0000,0.0000,pedestrian
0,117,1854,2302,449,0.0000,0.0000,pedestrian
0,118,1861,2077,217,0.0000,0.0000,bicycle
0,119,1868,2849,982,0.0000,0.0000,bicycle
0,120,2067,2974,908,0.0000,0.0000,pedestrian
0,121,2079,3328,1250,0.0000,0.0000,pedestrian
0,122,2092,2531,440,0.0000,0.0000,pedestrian
0,123,2099,2536,438,0.0000,0.0000,pedestrian
0,124,2120,2521,402,0.0000,0.0000,pedestrian
0,125,2148,2281,134,0.0000,0.0000,pedestrian
0,126,2207,2914,708,1.8707,3.7384,car
0,127,2207,2791,585,0.0000,0.0000,pedestrian
0,128,2223,2714,492,0.0000,0.0000,pedestrian
0,129,2228,2374,147,0.0000,0.0000,pedestrian
0,130,2235,2663,429,0.0000,0.0000,pedestrian
0,131,2292,2541,250,0.0000,0.0000,pedestrian
0,132,2369,2783,415,0.0000,0.0000,bicycle
0,133,2394,2696,303,0.0000,0.0000,pedestrian
0,134,2415,2602,188,0.0000,0.0000,pedestrian
0,135,2432,2622,191,0.0000,0.0000,pedestrian
0,136,2514,2871,358,2.0642,5.0369,car
0,137,2541,3142,602,0.0000,0.0000,bicycle
0,138,2567,3195,629,0.0000,0.0000,pedestrian
0,139,2585,2791,207,0.0000,0.0000,bicycle
0,140,2731,3355,625,0.0000,0.0000,pedestrian
0,141,2751,3837,1087,0.0000,0.0000,pedestrian
0,142,2753,3872,1120,0.0000,0.0000,pedestrian
0,143,2795,3141,347,0.0000,0.0000,pedestrian
0,144,2835,3731,897,0.0000,0.0000,pedestrian
0,145,2850,3126,277,0.0000,0.0000,bicycle
0,146,2850,3251,402,0.0000,0.0000,bicycle
0,147,2853,3028,176,0.0000,0.0000,pedestrian
0,148,2874,3065,192,0.0000,0.0000,pedestrian
0,149,2876,3039,164,0.0000,0.0000,pedestrian
0,150,2881,3952,1072,0.0000,0.0000,pedestrian
0,151,2889,3294,406,0.0000,0.0000,pedestrian
0,152,2895,3982,1088,0.0000,0.0000,pedestrian
0,153,2900,3063,164,0.0000,0.0000,pedestrian
0,154,2929,3381,453,0.0000,0.0000,pedestrian
0,155,2947,3134,188,0.0000,0.0000,pedestrian
0,156,3035,3984,950,0.0000,0.0000,pedestrian
0,157,3089,3599,511,0.0000,0.0000,pedestrian
0,158,3109,3660,552,0.0000,0.0000,pedestrian
0,159,3109,3985,877,0.0000,0.0000,pedestrian
0,160,3119,3367,249,0.0000,0.0000,pedestrian
0,161,3123,3354,232,0.0000,0.0000,pedestrian
0,162,3134,3745,612,0.0000,0.0000,bicycle
0,163,3154,3445,292,0.0000,0.0000,pedestrian
0,164,3157,3402,246,0.0000,0.0000,pedestrian
0,165,3164,3323,160,0.0000,0.0000,pedestrian
0,166,3215,4119,905,0.0000,0.0000,pedestrian
0,167,3306,4108,803,0.0000,0.0000,bicycle
0,168,3316,4335,1020,0.0000,0.0000,pedestrian
0,169,3317,3584,268,1.9818,4.5441,car
0,170,3354,3733,380,0.0000,0.0000,pedestrian
0,171,3376,3678,303,0.0000,0.0000,pedestrian
0,172,3419,3732,314,0.0000,0.0000,pedestrian
0,173,3431,3731,301,2.3304,5.9751,van
