recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
0,0,0,277,278,1.76028,4.03141,car
0,1,0,526,527,1.84093,3.92792,car
0,2,0,129,130,1.84183,4.26398,car
0,3,0,1139,1140,3.06624,19.08486,truck_bus
0,4,0,24026,24027,1.82684,4.09254,car
0,5,0,24026,24027,2.08896,4.59310,car
0,6,3,456,454,1.89383,4.76592,car
0,7,46,574,529,1.92717,4.84960,car
0,8,178,413,236,1.88951,4.30458,car
0,9,221,435,215,1.86828,4.40134,car
0,10,258,467,210,1.87216,4.30588,car
0,11,500,719,220,2.00822,4.76027,car
0,12,572,813,242,1.94549,4.53499,car
0,13,665,976,312,2.82797,12.68078,truck_bus
0,14,666,814,149,1.94279,4.40349,car
0,15,749,918,170,1.84699,4.24843,car
0,16,938,1148,211,1.83952,4.35782,car
0,17,1002,1483,482,2.78478,12.66815,truck_bus
0,18,1078,1262,185,1.90075,4.88868,car
0,19,1102,1590,489,1.89205,4.74926,car
0,20,1120,1371,252,2.03882,5.10470,car
0,21,1459,1628,170,1.96148,5.08922,car
0,22,1524,1714,191,1.99120,5.16937,car
0,23,1702,1923,222,1.80435,3.82679,car
0,24,1766,1971,206,1.78564,4.14009,car
0,25,1799,2071,273,1.90802,5.11235,car
0,26,2055,2662,608,0.00000,0.00000,bicycle
0,27,2069,2266,198,1.78597,3.85339,car
0,28,2085,2281,197,1.94250,4.84679,car
0,29,2109,2345,237,1.90882,4.79097,car
0,30,2293,3047,755,0.00000,0.00000,bicycle
0,31,2394,2805,412,1.78268,4.05212,car
0,32,2480,2841,362,2.85517,18.99226,truck_bus
0,33,2607,2805,199,1.93263,5.92665,car
0,34,2805,3524,720,0.00000,0.00000,bicycle
0,35,2817,3368,552,0.00000,0.00000,bicycle
0,36,2861,3038,178,2.02393,4.82561,car
0,37,2901,3097,197,1.86378,4.27152,car
0,38,2947,3175,229,1.92312,4.88206,car
0,39,3000,3277,278,2.22882,6.30956,car
0,40,3018,3217,200,1.77861,3.98786,car
0,41,3057,3679,623,0.00000,0.00000,pedestrian
0,42,3068,3267,200,2.17004,7.36445,car
0,43,3101,3301,201,1.96440,4.59937,car
0,44,3126,3333,208,1.93232,4.65342,car
0,45,3149,3560,412,1.85248,4.57129,car
0,46,3277,3715,439,1.77286,3.81524,car
0,47,3296,3416,121,2.99901,10.63962,truck_bus
0,48,3403,3649,247,1.89412,4.65522,car
0,49,3486,3706,221,1.81748,3.92708,car
0,50,3676,3845,170,2.02583,4.97699,car
0,51,3689,4033,345,1.76926,4.11359,car
0,52,3856,4043,188,1.78345,3.93281,car
0,53,3868,4140,273,0.00000,0.00000,bicycle
0,54,3895,4130,236,1.92104,4.61697,car
0,55,3934,4090,157,1.86798,4.58936,car
0,56,3936,4634,699,1.92754,4.63697,car
0,57,3955,4075,121,0.00000,0.00000,bicycle
0,58,4019,4400,382,1.93865,4.64909,car
